ID	Area	Title	Description
1170	area-System.Collections	IEnumerator.Current does not throw after hitting the end of the collection.	This issue is in the `List<T>.Enumerator` class. When the collection is enumerated to then end and then modified, accessing `IEnumerator.Current` returns `default(T)` rather than throwing. According to the [documentation](https://msdn.microsoft.com/en-us/library/vstudio/system.collections.ienumerator.current%28v=vs.100%29.aspx) it should throw.  Simple Test case:  ``` CSharp var list = new List<int>{0,1}; var enumerator = ((IEnumerable)list).GetEnumerator(); while (enumerator.MoveNext()){} list.Add(2); Assert.Throws<InvalidOperationException>(() => enumerator.Current); ```  This test fails currently with `enumerator.Current` returning 0. 
1171	area-System.Collections	Add tests for KeyedCollection. Issue #867	"This change adds tests for `KeyedCollection<TKey, TValue>` ported from internal test assets, bringing test coverage from 0 to 96% This also includes tests for `IList`, `ICollection`, and `IEnumerable` that can be used across all tests involving collections. I will be bringing over tests for `IList<T>`, `ICollection<T>`, and `IEnumerable<T>` in a future PR.  <!--- @huboard:{""order"":1122.5,""milestone_order"":1171,""custom_state"":""""} --> "
1178	area-System.Linq	Add System.Linq.Expressions source and tests.	
1182	area-System.Linq	System.Linq performance improvement suggestions	"With Linq-to-Objects it is quite common practice to perform a series of transformations, and then materialize sequence to a concrete collection type by calling _ToArray(), ToList(), ToDictionary()_. These operations would work much faster if they knew the number of elements in the sequence.  Currently System.Linq.Enumerable has special treatment for _ICollection<T>_ interface only.  I suppose that additional support for _IReadOnlyCollection<T>_ can improve performance in some cases, because through it we can figure out the total number of elements.  Another problem with System.Linq is that in many cases the information about the number of elements is lost. One of the most common example:  ``` C# List<int> source = ...; List<int> transformed = source.Select(o => o + 1).ToList(); ```  Obviously _Select_ does not change the number of elements in the sequence, but _ToList_ method cannot take advantage of that. Information is lost. In this particular scenario, it would be great for _Select_ to return some _SelectIterator_ instance, which implements _IReadOnlyCollection<T>_, and thereby passes the number of elements to the subsequent methods.  **Steps to measure performance gain**: 1. Find in _System.Linq.Tests\Performance_ the test for the method you've changed; 2. Uncomment `[Fact]` attribute above that method; 3. Build test project by Visual Studio in Release mode; 4. Go to the folder with tests binaries: `bin\tests\Windows_NT.AnyCPU.Release\System.Linq.Tests\aspnetcore50\`; 5. Open command prompt (cmd.exe or PowerShell); 6. Run command: `CoreRun.exe xunit.console.netcore.exe System.Linq.Tests.dll -parallel none -trait ""Perf=true""`; 7. Wait for results that will be printed right in the command window; 8. Don't forget to run tests with different collection sizes. This can be done by varying _elementCount_ argument of _Measure_ method.  **Casting to `IReadOnlyCollection<T>`** is a slow operation so it is not a good idea to check if this interface implemented. The performance drop will be most noticeable on the small collections.  **Tasks**: - [ ] `Select`: add iterators for `List<T>`, `Array[T]`, `ICollection<T>`; - [ ] `ToArray`, `ToDictionary`: add special support for `ICollection<T>` (and, very carefully, for `IReadOnlyCollection<T>`) to get the initial capacity; - [ ] `ToList` (???): add special support for `IReadOnlyCollection<T>` to get the initial capacity (separated as it will affect _System.Collections.Generic_); - [ ] `OrderBy(Descending)/ThanBy(Descending)`: implement special iterator for `ICollection<T>` to propagate `Count`; - [ ] `Cast`, `Reverse`: add iterators for `ICollection<T>` to propagate `Count`; - [ ] `Range`, `Repeat`: add an iterator that implements `ICollection<T>`; - [ ] `Skip`, `Take`: add an iterator that handle `ICollection<T>`; - [x] Add performance tests for _System.Linq_ "
1187	area-System.Collections	Improve the exception message of ToDictionary when keys are duplicated	"`Enumerable.ToDictionary` makes it easy to turn an array into a dictionary. But when the keys are duplicated in the source array, it just throws an `ArgumentException` that says **An entry with the same key already exists**. It is hard to know what keys are duplicated.  To improve the exception message without adding extra overhead, the exception message can be modified to **$""An entry with the key { key }  already exists""**.  `ToDictionary` internally calls `Dictionary<TKey, TValue>.Add()`, so the improvement made to Dictionary.Add benefits all code that calls the method. "
1198	area-System.Linq	Improve code coverage for System.Linq.Expressions	According to the current code coverage report, this library is only at ~40%. Our general goal is closer to 90%, though this will depend on the library. We should investigate to see whether the current coverage level is appropriate, and if not, improve our test suites to provide better coverage. 
1199	area-Serialization	Improve code coverage for System.Xml.XmlSerializer	According to the current code coverage report, this library is only at ~42%. Our general goal is closer to 90%, though this will depend on the library. We should investigate to see whether the current coverage level is appropriate, and if not, improve our test suites to provide better coverage. 
1218	area-System.Collections	Provide ConcurrentDictionary the ability to set initial capacity with DefaultConcurrencyLevel	"It's absurdly difficult to create a ConcurrentDictionary with an initial capacity. This forces you to set the arcane DefaultConcurrencyLevel integer. I absolutely want to defer that to the platform. This leads to using this horrific code:  ``` c# (int)typeof(ConcurrentDictionary<,>).MakeGenericType(typeof(int), typeof(int))     .GetProperty(""DefaultConcurrencyLevel"", BindingFlags.Static | BindingFlags.NonPublic)     .GetValue(new ConcurrentDictionary<int, int>()); ```  So either add a constructor that allows this. Add magic number support that providing < 1 results in this, or just make DefaultConcurrencyLevel be a public property. "
1220	area-Infrastructure	Need a mechanism to be able to run dangerous Outerloop tests (that require machines to be recycled)	Of the System.IO.FileSystem tests ported over, there were a couple that modified the current directory.  Some set the current directory directly, some used the CurrentDirectoryContext helper class.  Most of these instances were testing the behavior of APIs that acted on relative paths.  For example, CreateDirectory_DotDotAsPath_WhenCurrentDirectoryIsRoot_DoesNotThrow() in CreateDirectory.cs does what its title says.  This is a specific instance of the general problem of testing global process state. 
1221	area-System.IO	System.IO.FileSystem tests need a mechanism to test mounting drives	System.IO.FileSystem tests need a way to test machine-wide state, specifically mounting network drives. 
1227	area-System.Linq	Performance tests for System.Linq (issue #1182)	This PR introduces the performance tests for System.Linq as a part of work on the issue #1182. 
1235	area-Serialization	Add some tests for serialization	Add/update serialization tests: DCS_BaseClassAndDerivedClassWithSameProperty Xml_StringAsRoot 
1241	area-System.Linq	Adding more tests to System.Linq.	This time I copied some files from System.Linq.Parallel, because, looking at them, they seem to fit very well with System.Linq after removing the AsParallel() keyword. If I get a positive feedback about this from the community, then I will go ahead with copying the rest of files from System.Linq (of course on the condition that they fit) and hopefully this will improve the code coverage of System.Linq considerably. #1143 
1243	area-Infrastructure	Build should disallow OS versions (and other parameters) that aren't supported	We should have an allowable OS list and disallow parameters not matching the list.  This avoids issues where someone sets OS=Mac vs OS=OSX. 
1244	area-System.Runtime	Add overloads to string trimming	"The proposal is to add new extension methods / overloads for string trimming,  As you know, right now, it's only possible to trim individual characters from a string, but I would like to trim suffixes & prefixes.  An example usage:  `""MyTest"".TrimEnd(""Test"") == ""My"" == true`  I feel like they should've be there. It seems kind of weird to me, as I've implemented these by myself in the past few times, and am sure there are quite few people who miss this & would find it useful:  http://stackoverflow.com/questions/7170909/trim-string-from-end-of-string-in-net-why-is-this-missing http://stackoverflow.com/questions/4101539/c-sharp-removing-strings-from-end-of-string http://stackoverflow.com/questions/5284591/how-to-remove-a-suffix-from-end-of-string http://stackoverflow.com/questions/4335878/c-sharp-trimstart-with-string-parameter  Now the following statement is not true, but if it would be, it would describe how I am feeling: ""ooh hey, we offer you string replace method which can replace individual chars, but not the whole strings. It's not too hard to craft your own one, give it a try!""  The following applies to `TrimEnd` / `TrimStart`, but the overloads would be 1:1, so I will discuss only `TrimEnd`.  **First overload:**  `public string TrimEnd(string suffix)`  Behaviour: trim the suffix, case-sensitive, and only once. The comparision is done the same way, as it would be for `string.Replace`.  `""MyTestTest"".TrimEnd(""Test"") == ""MyTest"" == true`  **Second overload:**  `public string TrimEnd(string suffix, StringComparison comparison)`  Works as the first one, but allows you to explictly tell how to compare.  `""MyTESTtest"".TrimEnd(""test"", StringComparison.InvariantCultureIgnoreCase) == ""MyTEST"" == true`  **Third overload(s):**  I am not sure if these are needed, but I wanted to throw this out here anyway:  ``` public string TrimEnd(string suffix, bool trimRepeatedly)  public string TrimEnd(string suffix, bool trimRepeatedly StringComparison comparison)  ""MyTestTEST"".TrimEnd(""test"", true, StringComparison.InvariantCultureIgnoreCase) == ""My"" == true ```  This proposal has nothing to do with string.Trim(), as it would be ambigious.  `""tetet"".Trim(""tet"") == ???`  Namespace: _System_ Type: _System.String_ Assembly: _System.Runtime.dll_  I'd be willing to work on this :3 "
1247	area-Serialization	Serialization tests fail	```      DataContractSerializerTests.DCS_ContainsLinkedList [FAIL]         System.Exception : Test failed for input : SerializationTypes.ContainsLinkedList         Stack Trace:            d:\Workspace\corefx\src\System.Runtime.Serialization.Xml\tests\DataContractSerializer.cs(1717,0): at DataContractSerializerTests.SerializeAndDeserialize[T](T value, String baseline, DataContractSerializerSettings settings, Func`1 serializerFactory)            d:\Workspace\corefx\src\System.Runtime.Serialization.Xml\tests\DataContractSerializer.cs(1113,0): at DataContractSerializerTests.DCS_ContainsLinkedList()   Starting:    System.Xml.XPath.XmlDocument.Tests   Finished:    System.Runtime.Serialization.Xml.Tests    === TEST EXECUTION SUMMARY ===      System.Runtime.Serialization.Xml.Tests  Total: 97, Errors: 0, Failed: 1, Skipped: 0, Time: 1,906s ``` #   ```      DataContractJsonSerializerTests.DCJS_ContainsLinkedList [FAIL]         System.FormatException : Input string was not in a correct format.         Stack Trace:               at System.Text.StringBuilder.AppendFormatHelper(IFormatProvider provider, String format, ParamsArray args)               at System.String.FormatHelper(IFormatProvider provider, String format, ParamsArray args)               at System.String.Format(IFormatProvider provider, String format, Object[] args)               at System.Diagnostics.Debug.WriteLine(String format, Object[] args)            d:\Workspace\corefx\src\Common\tests\System\Console.cs(12,0): at System.Console.WriteLine(String message, Object[] args)            d:\Workspace\corefx\src\System.Runtime.Serialization.Json\tests\DataContractJsonSerializer.cs(1291,0): at DataContractJsonSerializerTests.SerializeAndDeserialize[T](T value, String baseline, DataContractJsonSerializerSettings settings, Func`1 serializerFactory, Boolean skipStringCompare)            d:\Workspace\corefx\src\System.Runtime.Serialization.Json\tests\DataContractJsonSerializer.cs(1047,0): at DataContractJsonSerializerTests.DCJS_ContainsLinkedList()   xUnit.net console test runner (32-bit .NET Core)   Copyright (C) 2014 Outercurve Foundation.    Discovering: System.Xml.XPath.Tests   Finished:    System.Runtime.Serialization.Json.Tests    === TEST EXECUTION SUMMARY ===      System.Runtime.Serialization.Json.Tests  Total: 74, Errors: 0, Failed: 1, Skipped: 0, Time: 1,477s ```  /cc @khdang 
1254	area-System.Linq	Enumerable.Single and Enumerable.SingleOrDefault overloaded implementations are inconsistent	There is an inconsistency between the implementations of [Enumerable.Single()](https://github.com/dotnet/corefx/blob/master/src/System.Linq/src/System/Linq/Enumerable.cs#L1260) and [Enumerable.Single(predicate)](https://github.com/dotnet/corefx/blob/master/src/System.Linq/src/System/Linq/Enumerable.cs#L1284). Similarly there is another similar inconsistency between the implementations of [Enumerable.SingleOrDefault()](https://github.com/dotnet/corefx/blob/master/src/System.Linq/src/System/Linq/Enumerable.cs#L1306) and [Enumerable.SingleOrDefault(predicate)](https://github.com/dotnet/corefx/blob/master/src/System.Linq/src/System/Linq/Enumerable.cs#L1330)  The overloads which accept a predicate enumerate the whole sequence before eventually throwing, even if more than one matching elements were already found:  For consistency and performance reasons, it may be a good idea to make [Enumerable.Single(predicate)](https://github.com/dotnet/corefx/blob/master/src/System.Linq/src/System/Linq/Enumerable.cs#L1284) and [Enumerable.SingleOrDefault(predicate)](https://github.com/dotnet/corefx/blob/master/src/System.Linq/src/System/Linq/Enumerable.cs#L1330) methods able to fail fast and to throw an `InvalidOperationException` as soon as a second matching element is found.  If that seems like a reasonable change, I would gladly submit a pull request. 
1255	area-Infrastructure	Create Win7 CI build	We currently have a number of folks that are still working on Win7 which we support and we keep breaking things from time to time. We need to get a CI build/test for Win7. 
1256	area-Serialization	Fix issue with serialization of XmlElement	"From #1199  The following code runs on .net 4.5 but does not run on corefx. There is an exception  {""To be XML serializable, types which inherit from IEnumerable must have an implementation of Add(System.Object) at all levels of their inheritance hierarchy. System.Xml.XmlElement does not implement Add(System.Object).""}   System.Exception {System.InvalidOperationException}  ``` csharp public class Program {     public void Main(string[] args)     {         XmlSerializer serializer = new XmlSerializer(typeof(Product));         string text = @""<?xml version=""""1.0""""?>                         <Product xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance"""" xmlns:xsd=""""http://www.w3.org/2001/XMLSchema"""">                             <Name>Iphone</Name>                             <Category>smartphone</Category>                         </Product>"";         StringReader reader = new StringReader(text);          Product product = (Product)serializer.Deserialize(reader);         Console.ReadLine();     } }  public class Product {     [XmlAnyElement]     public XmlElement[] AllElements; } ``` "
1271	area-System.Runtime	Add overload for case insensitive string Replace	"# Introduction    `String` does not provide `Replace` method for case-insensitive replacements, but only for case-sensitive replacements.   # Rationale and usage    The idea here is to make programmers life easier & move closer to API consistency.     It is fairly common scenario where you have user inserted data that has some kind of place-holders (tokens), that later have to be replaced by some templating system.     Current solutions in the internet involve using regex class for this trivial task.     ```c#  var userTemplateData = ""Hello there. Time now is %currenttime%"";  var evaluatedData = Regex.Replace(                        userTemplateData,                         ""%CurrentTime%"",                          DateTime.Now.ToString(),                         RegexOptions.IgnoreCase);    // evaluatedData = ""Hello there. Time now is 01/04/2015 14:37"";  ```    This approach is horrible:   1) not readable  2) often times not correct, as pattern has to be run through `Regex.Escape` before.  3) most likely slow(er)    After the necessary change is added, we can do:    ```c#  var evaluatedData = userTemplateData.Replace(                                           ""%CurrentTime%"",                                             DateTime.Now.ToString(),                                             StringComparison.InvariantCultureIgnoreCase);  ```    How common would the usage of this be? I would **speculate** that every programmer in their career will hit the lack of case-insensitive replacement in framework at least once. I can't say much more, expect provide some StackOverflow links below in Details section.    I did quick search through the code-base I am new to, and found around ~30 case-insensitive `Regex.Replace` usages.   # Proposed API    ```c#  public sealed class String : ...  {      ....        // these two methods are provided for framework consistency      // trying to follow the StartsWith/EndsWith      public string Replace(string oldValue, string newValue, StringComparison comparison);      public string Replace(string oldValue, string newValue, bool ignoreCase, CultureInfo culture);        public string Replace(char oldValue, char newValue, CompareOptions options);          ....  }  ```  # Details    Namespace: **System**  Type: **System.String**  Assembly: **System.Runtime.dll**    I'd love to see the current `string.Replace` [CoreClr implementation](https://github.com/dotnet/coreclr/blob/cbf46fb0b6a0b209ed1caf4a680910b383e68cba/src/classlibnative/bcltype/stringnative.cpp#L835) pulled out from CoreClr, and implemented 100% in the `String.cs`:       This would help to:  - avoid code-duplication  - make it more transparent (programmers can take look at the implementation)   - unit-test a little less, as they share both common functionality for `Replace(..., StringComparison.Ordinal);`    Alternatively, we could also modify the existing `CoreClr` implementation to deal with `StringComparison`. Or, just rewrite everything from zero.  # Links to explore    http://stackoverflow.com/questions/244531/is-there-an-alternative-to-string-replace-that-is-case-insensitive    http://stackoverflow.com/questions/6275980/string-replace-by-ignoring-case    http://weblogs.asp.net/jongalloway/71188  # Updates  - Edited this description to make it more of a **speclet**, based on the discussion below and the proposed API Review process.  - Feedback to @tarekgh. Added my opinion about how often this functionality would be used    I'd be willing to work on this :3  "
1272	area-System.Collections	Make System.Collections.Immutable [Serializable]	Please make collections from namespace System.Collections.Immutable serializable if it is possible - mark them with `[Serializable]` attribute and do other related changes. There can be many cases when this would be useful. Thanks. 
1285	area-System.Reflection	Misc additions supporting Portable PDB reader	
1297	area-System.Linq	Unit Tests for Enumerable.Select	Set of basic tests for:  ``` IEnumerable<TResult> Enumerable.Select<TSource, TResult>(     this IEnumerable<TSource> source,     Func<TSource, TResult> selector) ``` 1. Verify `ArgumentNullException`is thrown when either `source` or `selector` is null. 2. Verify that deferred execution works (for `T[]`, `List<T>` and `IEnumerable<T>`) 3. Verify that returned collection contains expected items (for `T[]`, `List<T>` and `IEnumerable<T>`) 4. Verify that `GetEnumerator` called twice returns two different instances of enumerator.  Tests are intended to improve code coverage around `Select` method before applying performance improvements to it (https://github.com/dotnet/corefx/pull/1282). It's also connected to https://github.com/dotnet/corefx/pull/1241 and https://github.com/dotnet/corefx/issues/1143. 
1298	area-System.IO	System.IO.Compression test asset and native dependency proposal	"System.IO.Compression provides an API to compress and decompress files.  It supports the ZIP and gzip archive formats and the Deflate compression algorithm.    **_Testing**_  System.IO.Compression has existing test assets that fit three categories: 1.  Round trip data through compression and verify it remains intact 2.  Extract and verify data compressed through other compatible compression libraries 3.  Verify behavior when attempting to decompress invalid or edge case archives The existing assets include archives, as well as decompressed binary files both for use as source material, and an oracle to verify decompression.  Altogether, the binary assets weigh in at about 40MB.    **Problem:** these test assets need to exist at test run time.  Placing them in our corefx git repository is problematic because binary assets do not compress well and will bloat the size of our repository.  **Proposal:** Binary test assets are packaged in to a nuget package per test assembly to be deployed at test run time.  The binary assets to generate these nuget package are persisted in a single separate Git repository.  Git repository structure: corefx-testdata\ corefx-testdata\System.IO.Compression.TestData.nuspec corefx-testdata\System.IO.Compression.TestData\<binary assets>  Nupkg structure: content\<binary assets>  Test asset nuget packages are depended on by the test assembly’s packages.config <packages>   <package id=""System.IO.Compression.TestData"" version=""1.0.0-prerelease"" />  Currently, nuget is designed to deploy at package reference time (ie. when a package is referenced in Visual Studio) rather than runtime.  In Dev14 this is changing.  Until then, we’ll include a target in the test assembly’s csproj to copy the assets from the downloaded nuget package to the test’s working directory.  In addition to System.IO.Compression, metadata reader uses binary test assets, but as they are only 100KB combined and are not a practical problem.  System.IO.Packaging has 60GB of test assets.  **Proposal:** System.IO.Packaging split their test assets in to tiers, with a single nuget package per tier.  The inner loop tests should be no more than some number of megabytes.    **_Native Dependencies**_  In the desktop .NET Framework, although we have a purely managed implementation of the deflate algorithm, customers have reported that the popular cross-platform open-source zlib library is faster and performs high quality compression.  In response we include zlib, which we wrap and delegate to.  We build it from source using the unmodified 1.2.3 version of the sources in the FX partition, and name the resulting output “clrcompression.dll.”   On Windows, to fit with .NET Core’s app-local, side-by-side model, if we include zlib, we should deploy a copy of the native assembly alongside the managed System.IO.Compression.dll assembly included with an application.  zlib distributes both sources and official binaries.  While we could redistribute the official zlib binary, unfortunately they only release a 32-bit version and we are currently distributing a 64-bit version of coreclr. While zlib has a permissive license, it is not the MIT license, and including it in the corefx repository would mean the corefx repository no longer only contained code under a single license.  **Proposal:** Continue building clrcompression.dll from the FX repository.  Publish the 64-bit version of clrcompression.dll in a nuget package System.IO.Compression.clrcompression-x64.nupkg.  Make System.IO.Compression.clrcompression-x64 a dependency of the System.IO.Compression package.  **X-Plat todo:** Linux has a strong history of deploying applications and their dependencies through package managers.  Packagers bundle the application binaries and metadata describing dependencies in to packages, and publish those on package manager repositories.  We are planning to declare other framework and runtime dependencies through package managers where appropriate, and System.IO.Compression’s zlib dependency should be consistent. "
1305	area-System.Xml	Inconsistent behavior of XmlAttributeCollection.InsertBefore and InsertAfter	"I've noticed an inconsistent behavior of `XmlAttributeCollection.InsertAfter(XmlAttribute newNode, XmlAttribute refNode)` comparing to `InsertBefore` when the reference node is the last in the collection (the first for `InsertBefore`) and it's a duplicate of the new node. The duplicate node (attribute) needs to be removed before inserting. `InsertAfter` is unable to handle the case and throws `System.ArgumentOutOfRangeException` further in `List<T>.Insert()` due to an incorrectly calculated insert position, while `InsertBefore` does the job. I'm not sure if this case has any practical use, but might be worth fixing.  The following unit test reproduces the problem:  ```     [Fact]     // [ActiveIssue(""Throws argument out of range exception"")]     public void InsertAfterRemovesDupRefAttr()     {         const string attributeName = ""existingAttr"";         const string attributeUri = ""some:existingUri"";         XmlDocument doc = CreateDocumentWithElement();         XmlElement element = doc.DocumentElement;         element.Attributes.Append(doc.CreateAttribute(""attr1"", ""some:uri1""));         element.Attributes.Append(doc.CreateAttribute(""attr2"", ""some:uri2""));         XmlAttribute refAttr = element.Attributes.Append(doc.CreateAttribute(attributeName, attributeUri)); //dup         XmlAttribute newAttr = doc.CreateAttribute(attributeName, attributeUri);          XmlAttributeCollection target = element.Attributes;         target.InsertAfter(newAttr, refAttr); // throws          // Assert...     } ```  A similar case (the reference attribute is the first in the collection) works for `InsertBefore`:  ```     [Fact]     public void InsertBeforeRemovesDupRefAttr()     {         const string attributeName = ""existingAttr"";         const string attributeUri = ""some:existingUri"";         XmlDocument doc = CreateDocumentWithElement();         XmlElement element = doc.DocumentElement;         XmlAttribute refAttr = element.Attributes.Append(doc.CreateAttribute(attributeName, attributeUri)); //dup         element.Attributes.Append(doc.CreateAttribute(""attr1"", ""some:uri1""));         element.Attributes.Append(doc.CreateAttribute(""attr2"", ""some:uri2""));         XmlAttribute newAttr = doc.CreateAttribute(attributeName, attributeUri);          XmlAttributeCollection target = element.Attributes;         target.InsertBefore(newAttr, refAttr);          // Assert...     } ``` "
1313	area-System.IO	FileInfo: get_LastWritTime test fail	``` EXEC : warning : (runTest, d:\corefx\src\System.IO.FileSystem\tests\FileInfo\get_LastWriteTime.cs, 100) Eror_f984f! LastWriteTime is way off [D:\corefx\src\System.IO.FileSystem\tests\System.IO.FileSystem.Tests.csproj]   FAiL! get_LastWriteTime.cs ,iCountErrors==1      FileInfo_get_LastWriteTime.runTest [FAIL]         Assert.Equal() Failure         Expected: 0         Actual:   1         Stack Trace:            d:\corefx\src\System.IO.FileSystem\tests\FileInfo\get_LastWriteTime.cs(126,0): at FileInfo_get_LastWriteTime.runTest() ``` 
1314	area-System.Collections	Regression: Comparer_DefaultInvariant.ExecuteComparer_DefaultInvariant	http://dotnet-ci.cloudapp.net/job/dotnet_corefx_windows_release/lastFailedBuild/testReport/junit/(root)/Comparer_DefaultInvariant/ExecuteComparer_DefaultInvariant/  MESSAGE: Assert.True() Failure +++++++++++++++++++ STACK TRACE: at Comparer_DefaultInvariant.ExecuteComparer_DefaultInvariant() in d:\j\workspace\dotnet_corefx_windows_release\src\System.Collections.NonGeneric\tests\Comparer\Comparer_DefaultInvariant.cs:line 114 
1316	area-Infrastructure	Use roslyn compiler to build corefx	We should be using the Roslyn compiler to build 
1317	area-Serialization	Remove LegacyNetCF serializer from XmlSerializer	
1318	area-Infrastructure	Single tests should be able to be run through the IDE	Currently there seems to be some miscommunication between the corefx repo/project setup and the IDE, and the test discovery inside the IDE for xunit is broken.  This makes it difficult to run single tests 
1326	area-System.IO	System.IO.Compression tests need to remove a workaround for not understood DST issue	The System.IO.Comprssion tests verify the last modified metadata of zip file entries.  There is currently a workaround where the check will succeed if the entry is 1 hour earlier than expected.  This is to work around a not understood DST issue either in the test, or in the library.  I need to understand if the issue is a test or product issue, and fix. 
1330	area-System.Linq	Parallel.Linq.Distinct not returning first element equal element in ordered queries.	"Parallel.Linq.Distinct doen't return the first ""equal"" element in ordered queries.  Take, for example, the following set: `{0, 1, 2, 3, 4, 5, 6, 7}` - and use a comparator that says everything `mod 4` is identical (so, `0` is the same as `4`, `1` and `5`, etc).  I'm somewhat expecting to get `{0, 1, 2, 3}`, but I don't - any of the 'later' identical values can be returned.  For those of you contending that ""They're identical, it doesn't matter"", which I somewhat thought too, I'm basing this on comments internal to the [Distinct operator](https://github.com/dotnet/corefx/blob/master/src/System.Linq.Parallel/src/System/Linq/Parallel/QueryOperators/Unary/DistinctQueryOperator.cs#L238-L251):  ``` 238  // For each element, we track the smallest order key for that element that we saw so far  239  TKey oldEntry;  240  241  Wrapper<TInputOutput> wrappedElem = new Wrapper<TInputOutput>((TInputOutput)elem.First);  242  243  // If this is the first occurrence of this element, or the order key is lower than all keys we saw previously,  244  // update the order key for this element.  245  if (!_hashLookup.TryGetValue(wrappedElem, out oldEntry) || _keyComparer.Compare(orderKey, oldEntry) < 0)  246  {  247      // For each ""elem"" value, we store the smallest key, and the element value that had that key.  248      // Note that even though two element values are ""equal"" according to the EqualityComparer,  249      // we still cannot choose arbitrarily which of the two to yield.  250      _hashLookup[wrappedElem] = orderKey;  251  } ```  The [ordering page](https://msdn.microsoft.com/en-us/library/vstudio/dd460677%28v=vs.110%29.aspx) just says these operators return ""ordered"" results given an ordered source, which is technically still happening - so long as there was an element in that original position, that or an equal one is returned in that position.   Vanilla LINQ actually says `Distinct` returns _unordered_ results, but I'm guessing they really meant ""we didn't use `OrderBy` to make things easier for us"", especially as all the examples (and the way the operator is implemented) show that it retains the ordering of the original source (and how the other set operators behave - `Except` doesn't mention ordering, `Intersect` explicitly mentions the original order is retained, and `Union` mostly implies the original order is retained).  So... which is correct? Should the actual-first equal element be returned (as I'm expecting), or that's a stronger guarantee than we need (and any equal item can be returned in its place)?  Example reproduction code (may fail to fail):  ``` using System; using System.Collections.Generic; using System.Linq; using Xunit;  namespace Test {     public class Example     {         [Fact]         public static void DistinctExample()         {             ParallelQuery<int> original = ParallelEnumerable.Range(0, 24).AsOrdered();             int seen = 0;             Assert.All(original.Distinct(new ModularCongruenceComparer(4)), i => Assert.Equal(seen++, i));             Assert.Equal(4, seen);         }          private class ModularCongruenceComparer : IEqualityComparer<int>         {             private int _mod;              public ModularCongruenceComparer(int mod)             {                 _mod = Math.Max(1, mod);             }              private int leastPositiveResidue(int x)             {                 return ((x % _mod) + _mod) % _mod;             }              public bool Equals(int x, int y)             {                 return leastPositiveResidue(x) == leastPositiveResidue(y);             }              public int GetHashCode(int x)             {                 return leastPositiveResidue(x).GetHashCode();             }              public int GetHashCode(object obj)             {                 return GetHashCode((int)obj);             }         }     } } ``` "
1332	area-System.Linq	Parallel.Linq.Concat not consistent with ordered input	"`Parallel.Linq.Concat` isn't behaving consistently when given ordered input sources.  As `Concat` is a binary operator, two sources may be supplied.  The inconsistency surfaces depending on which, and how, operand is ordered.  If both **or** either (only the left or the right) is ordered via `AsOrdered()`, the entire output is ordered. If the left operator is ordered via any of the `OrderBy(...)` operators (`OrderBy`, `OrderByDescending`, `ThenBy`, `ThenByDescending`), the entire output is ordered. If the _right_ operator is ordered via any of the `OrderBy(...)` operators, only the _left_ output is ordered (as by `AsOrdered()`), and the right is returned in a non-deterministic order.    It only seems to do this with right sources constructed via `Enumerable.Range(...).AsParallel()` and `Partitioner.Create(...).AsParallel()`.  Using a `List` is safe (eg, `Enumerable.Range(...).ToList().AsParallel()`), however the output of LINQ is not: `list.Select(x => x).AsParallel()` can return unordered output. How the left operand is constructed appears to have no effect.  This is also the behavior of the current consumer release.  Example program:  ``` static void Main(string[] args) {     int leftSize = 8;     int rightSize = 8;       ParallelQuery<int> query = ParallelEnumerable.Range(0, leftSize)                             .Concat(Enumerable.Range(0, rightSize).AsParallel().OrderBy(x => x));      foreach (int i in query)     {         Console.Write(i + ""|"");     }     Console.ReadLine(); } ```  (This is a bit of a Heisenbug - expect it to generate completely ordered output on occasion.  It's possible that it does this for all input types, and I just haven't seen it yet, although I consider this unlikely)  The [ordering page](https://msdn.microsoft.com/en-us/library/vstudio/dd460677%28v=vs.110%29.aspx) states that ordered input to `Concat` results in ordered output, and unordered input results in unordered output, but it isn't clear what happens when you have one of each.  At minimum, the output actually observed is disturbing on first encounter.  `Zip` appears to operate similar to how I anticipate `Concat` operating - if either input is ordered, the entire output is ordered, regardless of source. "
1334	area-System.IO	Investigate async usage for System.IO.Compression	"@stephentoub pointed out two suspect uses of Async in System.IO.Compression in https://github.com/dotnet/corefx/pull/1309 -  In System\IO\Compression\DeflateStream.cs:  ``` 347 +                // If there is no data on the output buffer and we are not at  348 +                // the end of the stream, we need to get more data from the base stream 349 +                readTask = _stream.ReadAsync(buffer, 0, buffer.Length, cancellationToken); 350 +                if (readTask == null) 351 +                { 352 +                    throw new InvalidOperationException(SR.NotReadableStream); 353 +                } 354 + 355 +                var tcs = new TaskCompletionSource<int>(); 356 + 357 +                // ContinueWith will never throw here otherwise we'll be in inconsistent state 358 +                readTask.ContinueWith( ```  ""It's not clear to me why ContinueWith is being used in this fashion rather than using async/await. We should open a work item to revisit this async implementation.""  In System\IO\Compression\DeflateStream.cs:  ``` 625 +            Interlocked.Increment(ref asyncOperations); 626 + 627 +            try 628 +            { 629 +                return base.WriteAsync(array, offset, count, cancellationToken).ContinueWith( 630 +                        (t) => Interlocked.Decrement(ref asyncOperations), ```  ""This looks like a real bug. Any exceptions or cancellation information from the Task returned from the base WriteAsync is getting eaten."" "
